gene_id,lascID,geneName,tx_id,tx_name,nexon,tx_len
maker-000260F-est_gff_StringTie-gene-0.1,LASC016277,calm4,33579,maker-000260F-est_gff_StringTie-gene-0.1-mRNA-1,4,802
maker-000260F-augustus-gene-1.0,LASC016278,LASC016278,33580,maker-000260F-augustus-gene-1.0-mRNA-1,4,990
augustus_masked-000260F-processed-gene-1.4,LASC016279,LASC016279,33539,augustus_masked-000260F-processed-gene-1.4-mRNA-1,2,1799
maker-000260F-exonerate_protein2genome-gene-3.1,LASC016280,pgant5,33540,maker-000260F-exonerate_protein2genome-gene-3.1-mRNA-1,16,4902
maker-000260F-exonerate_protein2genome-gene-3.1,LASC016280,pgant5,33541,maker-000260F-exonerate_protein2genome-gene-3.1-mRNA-2,16,4892
maker-000260F-exonerate_protein2genome-gene-3.1,LASC016280,pgant5,33542,maker-000260F-exonerate_protein2genome-gene-3.1-mRNA-3,10,3513
maker-000260F-est_gff_StringTie-gene-3.0,LASC016281,cml22_efhd2,33581,maker-000260F-est_gff_StringTie-gene-3.0-mRNA-3,4,5317
maker-000260F-est_gff_StringTie-gene-3.0,LASC016281,cml22_efhd2,33582,maker-000260F-est_gff_StringTie-gene-3.0-mRNA-2,5,1186
maker-000260F-est_gff_StringTie-gene-3.0,LASC016281,cml22_efhd2,33583,maker-000260F-est_gff_StringTie-gene-3.0-mRNA-1,6,1198
maker-000260F-est_gff_StringTie-gene-4.0,LASC016282,LASC016282,33543,maker-000260F-est_gff_StringTie-gene-4.0-mRNA-1,2,256
maker-000260F-exonerate_protein2genome-gene-6.1,LASC016283,ephb2,33544,maker-000260F-exonerate_protein2genome-gene-6.1-mRNA-1,17,9392
maker-000260F-exonerate_protein2genome-gene-6.1,LASC016283,ephb2,33545,maker-000260F-exonerate_protein2genome-gene-6.1-mRNA-2,6,7280
augustus_masked-000260F-processed-gene-6.9,LASC016284,LASC016284,33546,augustus_masked-000260F-processed-gene-6.9-mRNA-1,1,288
maker-000260F-est_gff_StringTie-gene-6.4,LASC016285,dusp10,33547,maker-000260F-est_gff_StringTie-gene-6.4-mRNA-4,4,3387
maker-000260F-est_gff_StringTie-gene-6.4,LASC016285,dusp10,33548,maker-000260F-est_gff_StringTie-gene-6.4-mRNA-3,4,3413
maker-000260F-est_gff_StringTie-gene-6.4,LASC016285,dusp10,33549,maker-000260F-est_gff_StringTie-gene-6.4-mRNA-2,4,3954
maker-000260F-est_gff_StringTie-gene-6.4,LASC016285,dusp10,33550,maker-000260F-est_gff_StringTie-gene-6.4-mRNA-6,3,3621
maker-000260F-est_gff_StringTie-gene-6.4,LASC016285,dusp10,33551,maker-000260F-est_gff_StringTie-gene-6.4-mRNA-1,5,3521
maker-000260F-est_gff_StringTie-gene-6.4,LASC016285,dusp10,33552,maker-000260F-est_gff_StringTie-gene-6.4-mRNA-5,4,3313
maker-000260F-est_gff_StringTie-gene-6.4,LASC016285,dusp10,33553,maker-000260F-est_gff_StringTie-gene-6.4-mRNA-7,3,3097
augustus_masked-000260F-processed-gene-6.12,LASC016286,LASC016286,33554,augustus_masked-000260F-processed-gene-6.12-mRNA-1,1,207
evm-000260F-processed-gene-6.15,LASC016287,rdh12_2,33584,evm-000260F-processed-gene-6.15-mRNA-1,9,2464
maker-000260F-est_gff_StringTie-gene-6.5,LASC016288,LASC016288,33555,maker-000260F-est_gff_StringTie-gene-6.5-mRNA-1,2,307
maker-000260F-est_gff_StringTie-gene-7.0,LASC016289,cit,33556,maker-000260F-est_gff_StringTie-gene-7.0-mRNA-2,40,6122
maker-000260F-est_gff_StringTie-gene-7.0,LASC016289,cit,33557,maker-000260F-est_gff_StringTie-gene-7.0-mRNA-1,40,6260
maker-000260F-est_gff_StringTie-gene-7.0,LASC016289,cit,33558,maker-000260F-est_gff_StringTie-gene-7.0-mRNA-3,39,6179
maker-000260F-exonerate_protein2genome-gene-7.5,LASC016290,beta-spec_2,33585,maker-000260F-exonerate_protein2genome-gene-7.5-mRNA-1,52,9027
maker-000260F-est_gff_StringTie-gene-7.1,LASC016291,usp5,33559,maker-000260F-est_gff_StringTie-gene-7.1-mRNA-1,21,9128
maker-000260F-exonerate_protein2genome-gene-7.6,LASC016292,lin7b,33586,maker-000260F-exonerate_protein2genome-gene-7.6-mRNA-1,1,594
maker-000260F-est_gff_StringTie-gene-7.2,LASC016293,nup42,33560,maker-000260F-est_gff_StringTie-gene-7.2-mRNA-2,6,1731
maker-000260F-est_gff_StringTie-gene-7.2,LASC016293,nup42,33561,maker-000260F-est_gff_StringTie-gene-7.2-mRNA-1,7,1510
maker-000260F-augustus-gene-7.7,LASC016294,LASC016294,33562,maker-000260F-augustus-gene-7.7-mRNA-1,6,1896
maker-000260F-augustus-gene-7.7,LASC016294,LASC016294,33563,maker-000260F-augustus-gene-7.7-mRNA-2,5,1815
maker-000260F-est_gff_StringTie-gene-7.4,LASC016295,LASC016295,33587,maker-000260F-est_gff_StringTie-gene-7.4-mRNA-1,2,206
maker-000260F-est_gff_StringTie-gene-8.1,LASC016296,LASC016296,33564,maker-000260F-est_gff_StringTie-gene-8.1-mRNA-1,4,1080
augustus_masked-000260F-processed-gene-8.11,LASC016297,LASC016297,33565,augustus_masked-000260F-processed-gene-8.11-mRNA-1,1,336
maker-000260F-est_gff_StringTie-gene-8.2,LASC016298,LASC016298,33566,maker-000260F-est_gff_StringTie-gene-8.2-mRNA-1,3,1292
maker-000260F-est_gff_StringTie-gene-8.3,LASC016299,LASC016299,33567,maker-000260F-est_gff_StringTie-gene-8.3-mRNA-1,3,1070
maker-000260F-augustus-gene-8.4,LASC016300,LASC016300,33568,maker-000260F-augustus-gene-8.4-mRNA-1,3,414
maker-000260F-augustus-gene-9.0,LASC016301,LASC016301,33588,maker-000260F-augustus-gene-9.0-mRNA-1,3,1006
maker-000260F-est_gff_StringTie-gene-8.4,LASC016302,LASC016302,33569,maker-000260F-est_gff_StringTie-gene-8.4-mRNA-1,3,1286
maker-000260F-est_gff_StringTie-gene-9.1,LASC016303,LASC016303,33589,maker-000260F-est_gff_StringTie-gene-9.1-mRNA-1,3,1608
augustus_masked-000260F-processed-gene-9.17,LASC016304,LASC016304,33590,augustus_masked-000260F-processed-gene-9.17-mRNA-1,1,219
maker-000260F-augustus-gene-9.2,LASC016305,LASC016305,33591,maker-000260F-augustus-gene-9.2-mRNA-1,3,453
maker-000260F-est_gff_StringTie-gene-9.2,LASC016306,LASC016306,33592,maker-000260F-est_gff_StringTie-gene-9.2-mRNA-1,3,714
maker-000260F-augustus-gene-9.4,LASC016307,LASC016307,33593,maker-000260F-augustus-gene-9.4-mRNA-1,2,405
maker-000260F-est_gff_StringTie-gene-9.3,LASC016308,LASC016308,33594,maker-000260F-est_gff_StringTie-gene-9.3-mRNA-1,3,720
maker-000260F-augustus-gene-9.6,LASC016309,LASC016309,33595,maker-000260F-augustus-gene-9.6-mRNA-1,3,928
augustus_masked-000260F-processed-gene-9.23,LASC016310,LASC016310,33570,augustus_masked-000260F-processed-gene-9.23-mRNA-1,1,411
maker-000260F-est_gff_StringTie-gene-9.5,LASC016311,LASC016311,33596,maker-000260F-est_gff_StringTie-gene-9.5-mRNA-6,2,2338
maker-000260F-est_gff_StringTie-gene-9.5,LASC016311,LASC016311,33597,maker-000260F-est_gff_StringTie-gene-9.5-mRNA-1,7,5115
maker-000260F-est_gff_StringTie-gene-9.5,LASC016311,LASC016311,33598,maker-000260F-est_gff_StringTie-gene-9.5-mRNA-2,7,4479
maker-000260F-est_gff_StringTie-gene-9.5,LASC016311,LASC016311,33599,maker-000260F-est_gff_StringTie-gene-9.5-mRNA-3,6,6387
maker-000260F-est_gff_StringTie-gene-9.5,LASC016311,LASC016311,33600,maker-000260F-est_gff_StringTie-gene-9.5-mRNA-4,6,4479
maker-000260F-est_gff_StringTie-gene-9.5,LASC016311,LASC016311,33601,maker-000260F-est_gff_StringTie-gene-9.5-mRNA-5,5,7029
maker-000260F-augustus-gene-9.8,LASC016312,LASC016312,33602,maker-000260F-augustus-gene-9.8-mRNA-1,4,3996
evm-000260F-processed-gene-10.0,LASC016313,LASC016313,33603,evm-000260F-processed-gene-10.0-mRNA-1,4,1019
maker-000260F-augustus-gene-10.5,LASC016314,LASC016314,33604,maker-000260F-augustus-gene-10.5-mRNA-1,4,458
maker-000260F-est_gff_StringTie-gene-10.3,LASC016315,aper1,33605,maker-000260F-est_gff_StringTie-gene-10.3-mRNA-1,5,998
maker-000260F-est_gff_StringTie-gene-10.3,LASC016315,aper1,33606,maker-000260F-est_gff_StringTie-gene-10.3-mRNA-3,4,797
maker-000260F-est_gff_StringTie-gene-10.3,LASC016315,aper1,33607,maker-000260F-est_gff_StringTie-gene-10.3-mRNA-2,5,809
maker-000260F-est_gff_StringTie-gene-10.4,LASC016316,LASC016316,33608,maker-000260F-est_gff_StringTie-gene-10.4-mRNA-1,2,1074
maker-000260F-est_gff_StringTie-gene-10.0,LASC016317,LASC016317,33571,maker-000260F-est_gff_StringTie-gene-10.0-mRNA-1,3,727
maker-000260F-est_gff_StringTie-gene-11.4,LASC016318,LASC016318,33609,maker-000260F-est_gff_StringTie-gene-11.4-mRNA-1,9,1425
maker-000260F-est_gff_StringTie-gene-11.4,LASC016318,LASC016318,33610,maker-000260F-est_gff_StringTie-gene-11.4-mRNA-2,8,1351
maker-000260F-est_gff_StringTie-gene-11.4,LASC016318,LASC016318,33611,maker-000260F-est_gff_StringTie-gene-11.4-mRNA-3,7,1252
maker-000260F-est_gff_StringTie-gene-11.1,LASC016319,utp4,33572,maker-000260F-est_gff_StringTie-gene-11.1-mRNA-1,18,2104
maker-000260F-exonerate_protein2genome-gene-11.0,LASC016320,hpd,33573,maker-000260F-exonerate_protein2genome-gene-11.0-mRNA-1,12,1278
maker-000260F-est_gff_StringTie-gene-11.3,LASC016321,txnrd1,33574,maker-000260F-est_gff_StringTie-gene-11.3-mRNA-5,4,761
maker-000260F-est_gff_StringTie-gene-11.3,LASC016321,txnrd1,33575,maker-000260F-est_gff_StringTie-gene-11.3-mRNA-1,10,1393
maker-000260F-est_gff_StringTie-gene-11.3,LASC016321,txnrd1,33576,maker-000260F-est_gff_StringTie-gene-11.3-mRNA-2,10,1345
maker-000260F-est_gff_StringTie-gene-11.3,LASC016321,txnrd1,33577,maker-000260F-est_gff_StringTie-gene-11.3-mRNA-3,9,1217
maker-000260F-est_gff_StringTie-gene-11.3,LASC016321,txnrd1,33578,maker-000260F-est_gff_StringTie-gene-11.3-mRNA-4,6,571
augustus_masked-000817F-processed-gene-0.5,LASC022580,slc4a1ap_2,46508,augustus_masked-000817F-processed-gene-0.5-mRNA-1,1,1968
maker-000817F-est_gff_StringTie-gene-0.0,LASC022581,txndc17,46507,maker-000817F-est_gff_StringTie-gene-0.0-mRNA-1,4,4350
maker-000817F-est_gff_StringTie-gene-0.1,LASC022582,bbxb9_2,46509,maker-000817F-est_gff_StringTie-gene-0.1-mRNA-1,3,437
augustus_masked-000817F-processed-gene-0.8,LASC022583,LASC022583,46510,augustus_masked-000817F-processed-gene-0.8-mRNA-1,1,954
maker-000884F-est_gff_StringTie-gene-0.0,LASC022636,cyp4v2_26,46589,maker-000884F-est_gff_StringTie-gene-0.0-mRNA-1,11,2025
maker-000884F-est_gff_StringTie-gene-0.0,LASC022636,cyp4v2_26,46590,maker-000884F-est_gff_StringTie-gene-0.0-mRNA-3,10,1834
maker-000884F-est_gff_StringTie-gene-0.0,LASC022636,cyp4v2_26,46591,maker-000884F-est_gff_StringTie-gene-0.0-mRNA-2,11,1707
maker-000884F-est_gff_StringTie-gene-0.0,LASC022636,cyp4v2_26,46592,maker-000884F-est_gff_StringTie-gene-0.0-mRNA-4,8,1587
maker-000884F-est_gff_StringTie-gene-0.1,LASC022637,cyp4v2_9,46593,maker-000884F-est_gff_StringTie-gene-0.1-mRNA-1,6,1243
maker-000443F-exonerate_protein2genome-gene-0.2,LASC020440,pmpcb,42130,maker-000443F-exonerate_protein2genome-gene-0.2-mRNA-1,1,1383
maker-000443F-est_gff_StringTie-gene-0.0,LASC020441,nde1-a,42155,maker-000443F-est_gff_StringTie-gene-0.0-mRNA-1,10,4111
maker-000443F-est_gff_StringTie-gene-0.1,LASC020442,LASC020442,42156,maker-000443F-est_gff_StringTie-gene-0.1-mRNA-1,2,299
maker-000443F-est_gff_StringTie-gene-1.2,LASC020443,dtwd2,42157,maker-000443F-est_gff_StringTie-gene-1.2-mRNA-1,7,1183
maker-000443F-est_gff_StringTie-gene-1.2,LASC020443,dtwd2,42158,maker-000443F-est_gff_StringTie-gene-1.2-mRNA-2,5,2134
maker-000443F-augustus-gene-1.0,LASC020444,shc1_2,42131,maker-000443F-augustus-gene-1.0-mRNA-1,12,6283
maker-000443F-augustus-gene-1.0,LASC020444,shc1_2,42132,maker-000443F-augustus-gene-1.0-mRNA-2,12,6088
maker-000443F-augustus-gene-1.3,LASC020445,fam174c,42159,maker-000443F-augustus-gene-1.3-mRNA-1,2,3756
maker-000443F-exonerate_protein2genome-gene-1.3,LASC020446,LASC020446,42133,maker-000443F-exonerate_protein2genome-gene-1.3-mRNA-2,7,1326
maker-000443F-exonerate_protein2genome-gene-1.3,LASC020446,LASC020446,42134,maker-000443F-exonerate_protein2genome-gene-1.3-mRNA-1,8,2264
maker-000443F-est_gff_StringTie-gene-2.3,LASC020447,marf1_3,42160,maker-000443F-est_gff_StringTie-gene-2.3-mRNA-10,15,5069
maker-000443F-est_gff_StringTie-gene-2.3,LASC020447,marf1_3,42161,maker-000443F-est_gff_StringTie-gene-2.3-mRNA-2,20,5807
maker-000443F-est_gff_StringTie-gene-2.3,LASC020447,marf1_3,42162,maker-000443F-est_gff_StringTie-gene-2.3-mRNA-1,21,6029
maker-000443F-est_gff_StringTie-gene-2.3,LASC020447,marf1_3,42163,maker-000443F-est_gff_StringTie-gene-2.3-mRNA-3,21,5894
maker-000443F-est_gff_StringTie-gene-2.3,LASC020447,marf1_3,42164,maker-000443F-est_gff_StringTie-gene-2.3-mRNA-5,20,5825
maker-000443F-est_gff_StringTie-gene-2.3,LASC020447,marf1_3,42165,maker-000443F-est_gff_StringTie-gene-2.3-mRNA-6,20,5666
maker-000443F-est_gff_StringTie-gene-2.3,LASC020447,marf1_3,42166,maker-000443F-est_gff_StringTie-gene-2.3-mRNA-9,18,3962
maker-000443F-est_gff_StringTie-gene-2.3,LASC020447,marf1_3,42167,maker-000443F-est_gff_StringTie-gene-2.3-mRNA-12,14,3216
maker-000443F-est_gff_StringTie-gene-2.0,LASC020448,LASC020448,42135,maker-000443F-est_gff_StringTie-gene-2.0-mRNA-1,2,543
maker-000443F-est_gff_StringTie-gene-2.4,LASC020449,srfbp1_2,42168,maker-000443F-est_gff_StringTie-gene-2.4-mRNA-3,7,2257
maker-000443F-est_gff_StringTie-gene-2.4,LASC020449,srfbp1_2,42169,maker-000443F-est_gff_StringTie-gene-2.4-mRNA-1,7,2150
maker-000443F-est_gff_StringTie-gene-2.1,LASC020450,pan3,42136,maker-000443F-est_gff_StringTie-gene-2.1-mRNA-1,20,2693
maker-000443F-est_gff_StringTie-gene-2.1,LASC020450,pan3,42137,maker-000443F-est_gff_StringTie-gene-2.1-mRNA-2,19,4454
maker-000443F-est_gff_StringTie-gene-2.1,LASC020450,pan3,42138,maker-000443F-est_gff_StringTie-gene-2.1-mRNA-3,18,4376
maker-000443F-est_gff_StringTie-gene-2.1,LASC020450,pan3,42139,maker-000443F-est_gff_StringTie-gene-2.1-mRNA-4,18,4234
maker-000443F-est_gff_StringTie-gene-2.1,LASC020450,pan3,42140,maker-000443F-est_gff_StringTie-gene-2.1-mRNA-5,9,4496
maker-000443F-augustus-gene-2.5,LASC020451,crq,42141,maker-000443F-augustus-gene-2.5-mRNA-1,13,6927
augustus_masked-000443F-processed-gene-3.0,LASC020452,twistnb,42170,augustus_masked-000443F-processed-gene-3.0-mRNA-1,1,1593
maker-000443F-est_gff_StringTie-gene-3.1,LASC020453,LASC020453,42171,maker-000443F-est_gff_StringTie-gene-3.1-mRNA-1,2,228
maker-000443F-exonerate_protein2genome-gene-3.2,LASC020454,znf271_zfp26_znf268,42142,maker-000443F-exonerate_protein2genome-gene-3.2-mRNA-1,3,1851
maker-000443F-exonerate_protein2genome-gene-3.2,LASC020454,znf271_zfp26_znf268,42143,maker-000443F-exonerate_protein2genome-gene-3.2-mRNA-2,3,1674
maker-000443F-exonerate_protein2genome-gene-3.2,LASC020454,znf271_zfp26_znf268,42144,maker-000443F-exonerate_protein2genome-gene-3.2-mRNA-5,2,1953
maker-000443F-exonerate_protein2genome-gene-3.2,LASC020454,znf271_zfp26_znf268,42145,maker-000443F-exonerate_protein2genome-gene-3.2-mRNA-6,2,1953
maker-000443F-exonerate_protein2genome-gene-3.2,LASC020454,znf271_zfp26_znf268,42146,maker-000443F-exonerate_protein2genome-gene-3.2-mRNA-7,2,1953
maker-000443F-exonerate_protein2genome-gene-3.2,LASC020454,znf271_zfp26_znf268,42147,maker-000443F-exonerate_protein2genome-gene-3.2-mRNA-8,2,1869
maker-000443F-exonerate_protein2genome-gene-3.2,LASC020454,znf271_zfp26_znf268,42148,maker-000443F-exonerate_protein2genome-gene-3.2-mRNA-10,2,1707
maker-000443F-exonerate_protein2genome-gene-3.2,LASC020454,znf271_zfp26_znf268,42149,maker-000443F-exonerate_protein2genome-gene-3.2-mRNA-3,3,1530
maker-000443F-exonerate_protein2genome-gene-3.2,LASC020454,znf271_zfp26_znf268,42150,maker-000443F-exonerate_protein2genome-gene-3.2-mRNA-4,3,1356
maker-000443F-exonerate_protein2genome-gene-3.2,LASC020454,znf271_zfp26_znf268,42151,maker-000443F-exonerate_protein2genome-gene-3.2-mRNA-9,2,1791
maker-000443F-est_gff_StringTie-gene-4.0,LASC020455,LASC020455,42152,maker-000443F-est_gff_StringTie-gene-4.0-mRNA-1,2,971
maker-000443F-est_gff_StringTie-gene-4.2,LASC020456,cfb,42172,maker-000443F-est_gff_StringTie-gene-4.2-mRNA-1,11,3272
maker-000443F-est_gff_StringTie-gene-4.2,LASC020456,cfb,42173,maker-000443F-est_gff_StringTie-gene-4.2-mRNA-2,10,3167
maker-000443F-est_gff_StringTie-gene-4.2,LASC020456,cfb,42174,maker-000443F-est_gff_StringTie-gene-4.2-mRNA-3,10,3101
maker-000443F-est_gff_StringTie-gene-4.2,LASC020456,cfb,42175,maker-000443F-est_gff_StringTie-gene-4.2-mRNA-4,9,2111
maker-000443F-augustus-gene-4.3,LASC020457,5-ht1b_2,42153,maker-000443F-augustus-gene-4.3-mRNA-1,5,1996
maker-000443F-augustus-gene-4.3,LASC020457,5-ht1b_2,42154,maker-000443F-augustus-gene-4.3-mRNA-2,4,1910
evm-000514F-processed-gene-0.4,LASC021413,LASC021413,44207,evm-000514F-processed-gene-0.4-mRNA-1,7,649
maker-000514F-exonerate_protein2genome-gene-0.0,LASC021414,znf358_2,44208,maker-000514F-exonerate_protein2genome-gene-0.0-mRNA-1,1,546
maker-000514F-exonerate_protein2genome-gene-0.0,LASC021414,znf358_2,44209,maker-000514F-exonerate_protein2genome-gene-0.0-mRNA-2,1,471
maker-000514F-exonerate_protein2genome-gene-0.0,LASC021414,znf358_2,44210,maker-000514F-exonerate_protein2genome-gene-0.0-mRNA-3,1,240
maker-000514F-exonerate_protein2genome-gene-0.0,LASC021414,znf358_2,44211,maker-000514F-exonerate_protein2genome-gene-0.0-mRNA-4,1,117
augustus_masked-000514F-processed-gene-0.2,LASC021415,LASC021415,44237,augustus_masked-000514F-processed-gene-0.2-mRNA-1,1,426
maker-000514F-exonerate_protein2genome-gene-0.2,LASC021416,znf66_zfy1_znf358,44238,maker-000514F-exonerate_protein2genome-gene-0.2-mRNA-6,1,246
maker-000514F-exonerate_protein2genome-gene-0.2,LASC021416,znf66_zfy1_znf358,44239,maker-000514F-exonerate_protein2genome-gene-0.2-mRNA-5,1,441
maker-000514F-exonerate_protein2genome-gene-0.2,LASC021416,znf66_zfy1_znf358,44240,maker-000514F-exonerate_protein2genome-gene-0.2-mRNA-4,1,459
maker-000514F-exonerate_protein2genome-gene-0.2,LASC021416,znf66_zfy1_znf358,44241,maker-000514F-exonerate_protein2genome-gene-0.2-mRNA-3,1,513
maker-000514F-exonerate_protein2genome-gene-0.2,LASC021416,znf66_zfy1_znf358,44242,maker-000514F-exonerate_protein2genome-gene-0.2-mRNA-2,1,594
maker-000514F-exonerate_protein2genome-gene-0.2,LASC021416,znf66_zfy1_znf358,44243,maker-000514F-exonerate_protein2genome-gene-0.2-mRNA-1,1,606
maker-000514F-exonerate_protein2genome-gene-0.2,LASC021416,znf66_zfy1_znf358,44244,maker-000514F-exonerate_protein2genome-gene-0.2-mRNA-8,1,39
maker-000514F-exonerate_protein2genome-gene-0.2,LASC021416,znf66_zfy1_znf358,44245,maker-000514F-exonerate_protein2genome-gene-0.2-mRNA-7,1,123
maker-000514F-est_gff_StringTie-gene-0.3,LASC021417,prdm7,44246,maker-000514F-est_gff_StringTie-gene-0.3-mRNA-1,3,263
maker-000514F-exonerate_protein2genome-gene-1.5,LASC021418,LASC021418,44247,maker-000514F-exonerate_protein2genome-gene-1.5-mRNA-1,7,2897
maker-000514F-est_gff_StringTie-gene-1.0,LASC021419,LASC021419,44212,maker-000514F-est_gff_StringTie-gene-1.0-mRNA-1,3,1334
maker-000514F-est_gff_StringTie-gene-1.0,LASC021419,LASC021419,44213,maker-000514F-est_gff_StringTie-gene-1.0-mRNA-2,3,1195
maker-000514F-exonerate_protein2genome-gene-1.6,LASC021420,atg3,44248,maker-000514F-exonerate_protein2genome-gene-1.6-mRNA-1,9,2773
maker-000514F-est_gff_StringTie-gene-1.1,LASC021421,cycb3,44214,maker-000514F-est_gff_StringTie-gene-1.1-mRNA-4,9,2017
maker-000514F-est_gff_StringTie-gene-1.1,LASC021421,cycb3,44215,maker-000514F-est_gff_StringTie-gene-1.1-mRNA-2,10,2129
maker-000514F-est_gff_StringTie-gene-1.1,LASC021421,cycb3,44216,maker-000514F-est_gff_StringTie-gene-1.1-mRNA-3,9,2019
maker-000514F-est_gff_StringTie-gene-1.1,LASC021421,cycb3,44217,maker-000514F-est_gff_StringTie-gene-1.1-mRNA-1,10,2943
maker-000514F-est_gff_StringTie-gene-1.4,LASC021422,LASC021422,44249,maker-000514F-est_gff_StringTie-gene-1.4-mRNA-1,2,201
augustus_masked-000514F-processed-gene-1.16,LASC021423,LASC021423,44250,augustus_masked-000514F-processed-gene-1.16-mRNA-1,1,714
augustus_masked-000514F-processed-gene-1.17,LASC021424,LASC021424,44251,augustus_masked-000514F-processed-gene-1.17-mRNA-1,1,1071
maker-000514F-exonerate_protein2genome-gene-1.7,LASC021425,mettl6,44252,maker-000514F-exonerate_protein2genome-gene-1.7-mRNA-1,5,2105
evm-000514F-processed-gene-1.24,LASC021426,LASC021426,44218,evm-000514F-processed-gene-1.24-mRNA-1,3,780
maker-000514F-augustus-gene-1.2,LASC021427,LASC021427,44219,maker-000514F-augustus-gene-1.2-mRNA-1,2,2420
maker-000514F-augustus-gene-2.0,LASC021428,LASC021428,44220,maker-000514F-augustus-gene-2.0-mRNA-2,7,4672
maker-000514F-augustus-gene-2.0,LASC021428,LASC021428,44221,maker-000514F-augustus-gene-2.0-mRNA-1,9,1341
maker-000514F-est_gff_StringTie-gene-2.2,LASC021429,LASC021429,44222,maker-000514F-est_gff_StringTie-gene-2.2-mRNA-1,5,7545
maker-000514F-est_gff_StringTie-gene-2.2,LASC021429,LASC021429,44223,maker-000514F-est_gff_StringTie-gene-2.2-mRNA-2,4,6942
evm-000514F-processed-gene-2.30,LASC021430,polr3e,44224,evm-000514F-processed-gene-2.30-mRNA-1,18,2245
augustus_masked-000514F-processed-gene-2.23,LASC021431,LASC021431,44253,augustus_masked-000514F-processed-gene-2.23-mRNA-1,2,528
maker-000514F-est_gff_StringTie-gene-2.4,LASC021432,LASC021432,44225,maker-000514F-est_gff_StringTie-gene-2.4-mRNA-1,5,1637
maker-000514F-est_gff_StringTie-gene-2.4,LASC021432,LASC021432,44226,maker-000514F-est_gff_StringTie-gene-2.4-mRNA-2,4,1682
maker-000514F-est_gff_StringTie-gene-2.5,LASC021433,LASC021433,44227,maker-000514F-est_gff_StringTie-gene-2.5-mRNA-1,3,1134
maker-000514F-est_gff_StringTie-gene-2.5,LASC021433,LASC021433,44228,maker-000514F-est_gff_StringTie-gene-2.5-mRNA-2,2,640
maker-000514F-augustus-gene-2.4,LASC021434,prdm7_2,44229,maker-000514F-augustus-gene-2.4-mRNA-1,6,1062
maker-000514F-exonerate_protein2genome-gene-2.0,LASC021435,znf358_znf711,44230,maker-000514F-exonerate_protein2genome-gene-2.0-mRNA-1,1,459
maker-000514F-exonerate_protein2genome-gene-2.0,LASC021435,znf358_znf711,44231,maker-000514F-exonerate_protein2genome-gene-2.0-mRNA-2,1,447
maker-000514F-exonerate_protein2genome-gene-2.0,LASC021435,znf358_znf711,44232,maker-000514F-exonerate_protein2genome-gene-2.0-mRNA-3,1,411
maker-000514F-exonerate_protein2genome-gene-2.0,LASC021435,znf358_znf711,44233,maker-000514F-exonerate_protein2genome-gene-2.0-mRNA-4,1,363
maker-000514F-exonerate_protein2genome-gene-2.0,LASC021435,znf358_znf711,44234,maker-000514F-exonerate_protein2genome-gene-2.0-mRNA-6,1,39
maker-000514F-exonerate_protein2genome-gene-2.0,LASC021435,znf358_znf711,44235,maker-000514F-exonerate_protein2genome-gene-2.0-mRNA-5,1,246
maker-000514F-est_gff_StringTie-gene-2.6,LASC021436,LASC021436,44236,maker-000514F-est_gff_StringTie-gene-2.6-mRNA-1,3,523
evm-000514F-processed-gene-2.29,LASC021437,LASC021437,44254,evm-000514F-processed-gene-2.29-mRNA-1,15,2018
maker-000319F-est_gff_StringTie-gene-0.1,LASC017934,rdr1_3,36802,maker-000319F-est_gff_StringTie-gene-0.1-mRNA-3,8,3233
maker-000319F-est_gff_StringTie-gene-0.1,LASC017934,rdr1_3,36803,maker-000319F-est_gff_StringTie-gene-0.1-mRNA-1,9,8829
maker-000319F-est_gff_StringTie-gene-0.1,LASC017934,rdr1_3,36804,maker-000319F-est_gff_StringTie-gene-0.1-mRNA-2,8,8733
maker-000319F-exonerate_protein2genome-gene-0.0,LASC017935,LASC017935,36805,maker-000319F-exonerate_protein2genome-gene-0.0-mRNA-1,1,21
maker-000319F-augustus-gene-3.13,LASC017936,rest-a_znf253,36806,maker-000319F-augustus-gene-3.13-mRNA-1,3,637
maker-000319F-augustus-gene-3.13,LASC017936,rest-a_znf253,36807,maker-000319F-augustus-gene-3.13-mRNA-2,2,412
maker-000319F-est_gff_StringTie-gene-0.2,LASC017937,LASC017937,36808,maker-000319F-est_gff_StringTie-gene-0.2-mRNA-1,3,1435
maker-000319F-est_gff_StringTie-gene-3.0,LASC017938,sli_7,36809,maker-000319F-est_gff_StringTie-gene-3.0-mRNA-1,35,9208
maker-000319F-est_gff_StringTie-gene-3.0,LASC017938,sli_7,36810,maker-000319F-est_gff_StringTie-gene-3.0-mRNA-2,34,9243
maker-000319F-est_gff_StringTie-gene-1.0,LASC017939,LASC017939,36851,maker-000319F-est_gff_StringTie-gene-1.0-mRNA-1,4,4739
evm-000319F-processed-gene-3.0,LASC017940,rdr1_6,36852,evm-000319F-processed-gene-3.0-mRNA-1,8,6139
maker-000319F-est_gff_StringTie-gene-3.2,LASC017941,LASC017941,36853,maker-000319F-est_gff_StringTie-gene-3.2-mRNA-1,3,2134
maker-000319F-exonerate_protein2genome-gene-3.3,LASC017942,LASC017942,36854,maker-000319F-exonerate_protein2genome-gene-3.3-mRNA-1,2,447
maker-000319F-exonerate_protein2genome-gene-3.4,LASC017943,znf282_zscan2_zbtb7b,36855,maker-000319F-exonerate_protein2genome-gene-3.4-mRNA-1,2,417
